timestamp,dispositivo_id,latitud,longitud,voltaje,corriente,potencia,soc,ttg_min,ah_consumidos,motor_voltaje,motor_corriente,motor_potencia,motor_rpm,motor_temp,tiempo_acumulado,delta_t_s,energia_wh,energia_acumulada_wh
2026-07-07T16:16:27.944321,Raspberry_Relieve1,25.652388616666666,-100.2921205,39.473,0.0,0,100.0,-1,0.0,,,,,,00:00:49,0.51,,0.0
2026-07-07T16:16:28.444414,Raspberry_Relieve1,25.652388733333332,-100.29212091666666,39.472,0.0,0,100.0,-1,0.0,,,,,,00:00:49,0.48,,0.0
2026-07-07T16:16:28.944529,Raspberry_Relieve1,25.652388733333332,-100.29212091666666,39.472,0.0,0,100.0,-1,0.0,,,,,,00:00:50,0.51,,0.0
2026-07-07T16:16:29.444618,Raspberry_Relieve1,25.65238885,-100.2921213,39.473,0.0,0,100.0,-1,0.0,,,,,,00:00:50,0.5,,0.0
2026-07-07T16:16:29.944720,Raspberry_Relieve1,25.65238885,-100.2921213,39.473,0.0,0,100.0,-1,0.0,,,,,,00:00:51,0.5,,0.0
2026-07-07T16:16:30.444791,Raspberry_Relieve1,25.652389266666667,-100.29212135,39.471,0.0,0,100.0,-1,0.0,,,,,,00:00:51,0.53,,0.0
2026-07-07T16:16:30.944902,Raspberry_Relieve1,25.652389266666667,-100.29212135,39.471,0.0,0,100.0,-1,0.0,,,,,,00:00:52,0.47,,0.0
2026-07-07T16:16:31.445054,Raspberry_Relieve1,25.652389683333332,-100.29212126666667,39.471,0.0,0,100.0,-1,0.0,,,,,,00:00:52,0.52,,0.0
2026-07-07T16:16:31.945181,Raspberry_Relieve1,25.652389683333332,-100.29212126666667,39.471,0.0,0,100.0,-1,0.0,,,,,,00:00:53,0.52,,0.0
2026-07-07T16:16:32.445273,Raspberry_Relieve1,25.6523899,-100.29212166666667,39.472,0.0,0,100.0,-1,0.0,,,,,,00:00:53,0.49,,0.0
2026-07-07T16:16:32.945406,Raspberry_Relieve1,25.6523899,-100.29212166666667,39.472,0.0,0,100.0,-1,0.0,,,,,,00:00:54,0.5,,0.0
2026-07-07T16:16:33.445582,Raspberry_Relieve1,25.6523901,-100.29212183333334,39.472,0.0,0,100.0,-1,0.0,,,,,,00:00:54,0.51,,0.0
